Fecha;Recurso;Codigo Agente;Version;Hora;Valor;Precio ofertado;MPO;Tecnologia;Ajuste;Precio ajustado
03/02/2016;SAN CARLOS;ISGG;TX5;15;1240000;475,001;475,001;HIDRAULICA;42,000,001;42,000,001
03/02/2016;SAN CARLOS;ISGG;TX5;16;1210792.9;475,001;475,001;HIDRAULICA;42,000,001;42,000,001
03/02/2016;SAN CARLOS;ISGG;TX5;17;569277.54;475,001;475,001;HIDRAULICA;42,000,001;42,000,001
03/02/2016;SAN CARLOS;ISGG;TX5;18;937831.1;475,001;475,001;HIDRAULICA;42,000,001;42,000,001
03/02/2016;SAN CARLOS;ISGG;TX5;19;1240000;475,001;475,001;HIDRAULICA;42,000,001;42,000,001
03/02/2016;SAN CARLOS;ISGG;TX5;20;988665.95;475,001;475,001;HIDRAULICA;42,000,001;42,000,001
03/02/2016;SAN CARLOS;ISGG;TX5;21;765459.92;475,001;475,001;HIDRAULICA;42,000,001;42,000,001
03/02/2016;PAGUA;ENDG;TX5;22;535347.06;470;470;HIDRAULICA;42,000,001;42,000,001
03/02/2016;PORCE II;EPMG;TX5;23;389250;460;460;HIDRAULICA;42,000,001;42,000,001
04/02/2016;PORCE III;EPMG;TX5;0;694756.86;440;440;HIDRAULICA;439,075;439,075
04/02/2016;PORCE III;EPMG;TX5;1;313612.51;440;440;HIDRAULICA;439,075;439,075
04/02/2016;CARTAGENA 1;ENDG;TX5;2;51000;434,486;434,486;TERMICA;366,503;434,486
04/02/2016;GUATAPE;EPMG;TX5;3;420000;430;430;HIDRAULICA;366,503;366,503
04/02/2016;PORCE III;EPMG;TX5;4;323745.44;440;440;HIDRAULICA;439,075;439,075
04/02/2016;SAN CARLOS;ISGG;TX5;5;316576.03;459,001;459,001;HIDRAULICA;441,306;441,306
04/02/2016;SAN CARLOS;ISGG;TX5;6;658794.66;459,001;459,001;HIDRAULICA;441,306;441,306
04/02/2016;SAN CARLOS;ISGG;TX5;7;1083393.84;459,001;459,001;HIDRAULICA;441,306;441,306
04/02/2016;SAN CARLOS;ISGG;TX5;8;1112262.28;459,001;459,001;HIDRAULICA;441,306;441,306
04/02/2016;SAN CARLOS;ISGG;TX5;9;1240000;459,001;459,001;HIDRAULICA;441,306;441,306
04/02/2016;PAGUA;ENDG;TX5;10;400000;478;478;HIDRAULICA;441,306;441,306
04/02/2016;CHIVOR;CHVG;TX5;11;386930.47;478.69;478.69;HIDRAULICA;441,306;441,306
04/02/2016;PAGUA;ENDG;TX5;12;400000;478;478;HIDRAULICA;441,306;441,306
04/02/2016;PAGUA;ENDG;TX5;13;400000;478;478;HIDRAULICA;441,306;441,306
04/02/2016;CHIVOR;CHVG;TX5;14;368956.67;478.69;478.69;HIDRAULICA;441,306;441,306
04/02/2016;CHIVOR;CHVG;TX5;15;365983.36;478.69;478.69;HIDRAULICA;441,306;441,306
04/02/2016;PAGUA;ENDG;TX5;16;400000;478;478;HIDRAULICA;441,306;441,306
04/02/2016;CHIVOR;CHVG;TX5;17;433103.72;478.69;478.69;HIDRAULICA;441,306;441,306
04/02/2016;CHIVOR;CHVG;TX5;18;849708.44;478.69;478.69;HIDRAULICA;441,306;441,306
04/02/2016;CHIVOR;CHVG;TX5;19;843521.31;478.69;478.69;HIDRAULICA;441,306;441,306
04/02/2016;CHIVOR;CHVG;TX5;20;600726.95;478.69;478.69;HIDRAULICA;441,306;441,306
04/02/2016;CHIVOR;CHVG;TX5;21;534239.71;478.69;478.69;HIDRAULICA;441,306;441,306
04/02/2016;SAN CARLOS;ISGG;TX5;22;1240000;459,001;459,001;HIDRAULICA;441,306;441,306
04/02/2016;SAN CARLOS;ISGG;TX5;23;424470.53;459,001;459,001;HIDRAULICA;441,306;441,306
05/02/2016;PORCE II;EPMG;TX5;0;304725.82;450;450;HIDRAULICA;441,306;441,306
05/02/2016;GUATAPE;EPMG;TX5;1;291886.33;430;430;HIDRAULICA;364,944;364,944
05/02/2016;PLAYAS;EPMG;TX5;2;139973.96;400;400;HIDRAULICA;364,944;364,944
05/02/2016;PLAYAS;EPMG;TX5;3;74384.5;400;400;HIDRAULICA;364,944;364,944
05/02/2016;GUATAPE;EPMG;TX5;4;29603.09;430;430;HIDRAULICA;364,944;364,944
05/02/2016;CHIVOR;CHVG;TX5;5;20332.75;484,756;484,756;HIDRAULICA;441,306;441,306
05/02/2016;PORCE III;EPMG;TX5;6;173903.78;460;460;HIDRAULICA;441,306;441,306
05/02/2016;PORCE III;EPMG;TX5;7;445272.72;460;460;HIDRAULICA;441,306;441,306
05/02/2016;CHIVOR;CHVG;TX5;8;174097.27;484,756;484,756;HIDRAULICA;441,306;441,306
05/02/2016;CHIVOR;CHVG;TX5;9;375765.89;484,756;484,756;HIDRAULICA;441,306;441,306
05/02/2016;CHIVOR;CHVG;TX5;10;704175.34;484,756;484,756;HIDRAULICA;441,306;441,306
05/02/2016;ALBAN;EPSG;TX5;11;75997.57;489;489;AUTOG;441,306;489
05/02/2016;CHIVOR;CHVG;TX5;12;786891.37;484,756;484,756;HIDRAULICA;441,306;441,306
05/02/2016;ALBAN;EPSG;TX5;13;70888.41;489;489;AUTOG;441,306;489
05/02/2016;ALBAN;EPSG;TX5;14;74700.36;489;489;AUTOG;441,306;489
05/02/2016;CHIVOR;CHVG;TX5;15;869533.36;484,756;484,756;HIDRAULICA;441,306;441,306
05/02/2016;CHIVOR;CHVG;TX5;16;290563.47;484,756;484,756;HIDRAULICA;441,306;441,306
05/02/2016;PORCE III;EPMG;TX5;17;671221.17;460;460;HIDRAULICA;441,306;441,306
05/02/2016;CHIVOR;CHVG;TX5;18;473402.08;484,756;484,756;HIDRAULICA;441,306;441,306
05/02/2016;CHIVOR;CHVG;TX5;19;799250.47;484,756;484,756;HIDRAULICA;441,306;441,306
05/02/2016;CHIVOR;CHVG;TX5;20;772749.9;484,756;484,756;HIDRAULICA;441,306;441,306
05/02/2016;CHIVOR;CHVG;TX5;21;337963.76;484,756;484,756;HIDRAULICA;441,306;441,306
05/02/2016;PORCE III;EPMG;TX5;22;343580.31;460;460;HIDRAULICA;441,306;441,306
05/02/2016;CARTAGENA 2;ENDG;TX5;23;44854.72;439,075;439,075;TERMICA;434,486;439,075
06/02/2016;GUATRON;EPMG;TX5;0;70395.97;450;450;HIDRAULICA;441,306;441,306
06/02/2016;GUATAPE;EPMG;TX5;1;226076.83;430;430;HIDRAULICA;363,315;363,315
06/02/2016;GUATAPE;EPMG;TX5;2;104099.02;430;430;HIDRAULICA;363,315;363,315
06/02/2016;GUATAPE;EPMG;TX5;3;42531.42;430;430;HIDRAULICA;363,315;363,315
06/02/2016;GUATAPE;EPMG;TX5;4;344241.7;430;430;HIDRAULICA;363,315;363,315
06/02/2016;GUATRON;EPMG;TX5;5;65177.74;450;450;HIDRAULICA;441,306;441,306
06/02/2016;GUATRON;EPMG;TX5;6;178806.07;450;450;HIDRAULICA;441,306;441,306
06/02/2016;LA TASAJERA;EPMG;TX5;7;57660.85;470;470;HIDRAULICA;441,306;441,306
06/02/2016;PAGUA;ENDG;TX5;8;321527.24;480;480;HIDRAULICA;441,306;441,306
06/02/2016;SAN CARLOS;ISGG;TX5;9;244681.24;487;487;HIDRAULICA;441,306;441,306
06/02/2016;SAN CARLOS;ISGG;TX5;10;546406.34;487;487;HIDRAULICA;441,306;441,306
06/02/2016;SAN CARLOS;ISGG;TX5;11;717062.94;487;487;HIDRAULICA;441,306;441,306
06/02/2016;SAN CARLOS;ISGG;TX5;12;624397.02;487;487;HIDRAULICA;441,306;441,306
06/02/2016;SAN CARLOS;ISGG;TX5;13;469336.41;487;487;HIDRAULICA;441,306;441,306
06/02/2016;SAN CARLOS;ISGG;TX5;14;296368.76;487;487;HIDRAULICA;441,306;441,306
06/02/2016;SAN CARLOS;ISGG;TX5;15;181623.12;487;487;HIDRAULICA;441,306;441,306
06/02/2016;SAN CARLOS;ISGG;TX5;16;84392.83;487;487;HIDRAULICA;441,306;441,306
06/02/2016;PAGUA;ENDG;TX5;17;581215;480;480;HIDRAULICA;441,306;441,306
06/02/2016;SAN CARLOS;ISGG;TX5;18;742112.02;487;487;HIDRAULICA;441,306;441,306
06/02/2016;SAN CARLOS;ISGG;TX5;19;874042.42;487;487;HIDRAULICA;441,306;441,306
06/02/2016;SAN CARLOS;ISGG;TX5;20;657532.02;487;487;HIDRAULICA;441,306;441,306
06/02/2016;CHIVOR;CHVG;TX5;21;170268.42;565,146;565,146;HIDRAULICA;441,306;441,306
06/02/2016;SAN CARLOS;ISGG;TX5;22;1083748.73;487;487;HIDRAULICA;441,306;441,306
06/02/2016;SAN CARLOS;ISGG;TX5;23;465404.25;487;487;HIDRAULICA;441,306;441,306
07/02/2016;GUATRON;EPMG;TX5;0;435289.73;450;450;HIDRAULICA;441,306;441,306
07/02/2016;GUATRON;EPMG;TX5;1;42971.62;450;450;HIDRAULICA;441,306;441,306
07/02/2016;LA TASAJERA;EPMG;TX5;2;232835.86;440;440;HIDRAULICA;439,075;439,075
07/02/2016;LA TASAJERA;EPMG;TX5;3;96043.93;440;440;HIDRAULICA;439,075;439,075
07/02/2016;LA TASAJERA;EPMG;TX5;4;41314.59;440;440;HIDRAULICA;439,075;439,075
07/02/2016;LA TASAJERA;EPMG;TX5;5;55387.69;440;440;HIDRAULICA;439,075;439,075
07/02/2016;GUATAPE;EPMG;TX5;6;278208.78;430;430;HIDRAULICA;365,245;365,245
07/02/2016;LA TASAJERA;EPMG;TX5;7;73912.28;440;440;HIDRAULICA;439,075;439,075
07/02/2016;GUATRON;EPMG;TX5;8;198059.39;450;450;HIDRAULICA;441,306;441,306
07/02/2016;GUATRON;EPMG;TX5;9;450234.31;450;450;HIDRAULICA;441,306;441,306
07/02/2016;GUATRON;EPMG;TX5;10;512000;450;450;HIDRAULICA;441,306;441,306
07/02/2016;GUATRON;EPMG;TX5;11;512000;450;450;HIDRAULICA;441,306;441,306
07/02/2016;GUATRON;EPMG;TX5;12;512000;450;450;HIDRAULICA;441,306;441,306
07/02/2016;GUATRON;EPMG;TX5;13;512000;450;450;HIDRAULICA;441,306;441,306
07/02/2016;GUATRON;EPMG;TX5;14;512000;450;450;HIDRAULICA;441,306;441,306
07/02/2016;GUATRON;EPMG;TX5;15;512000;450;450;HIDRAULICA;441,306;441,306
07/02/2016;GUATRON;EPMG;TX5;16;512000;450;450;HIDRAULICA;441,306;441,306
07/02/2016;GUATRON;EPMG;TX5;17;512000;450;450;HIDRAULICA;441,306;441,306
07/02/2016;GUATRON;EPMG;TX5;18;512000;450;450;HIDRAULICA;441,306;441,306
07/02/2016;SAN CARLOS;ISGG;TX5;19;534333.03;478.5;478.5;HIDRAULICA;441,306;441,306
07/02/2016;SAN CARLOS;ISGG;TX5;20;461552.41;478.5;478.5;HIDRAULICA;441,306;441,306
07/02/2016;SAN CARLOS;ISGG;TX5;21;306118.48;478.5;478.5;HIDRAULICA;441,306;441,306
07/02/2016;GUATRON;EPMG;TX5;22;512000;450;450;HIDRAULICA;441,306;441,306
07/02/2016;GUATRON;EPMG;TX5;23;512000;450;450;HIDRAULICA;441,306;441,306
08/02/2016;TEBSAB;GECG;TX5;0;785233.01;344,188;344,188;AUTOG;278.67;344,188
08/02/2016;MERILECTRICA 1;CIVG;TX5;1;120114.54;350;350;TERMICA;346,602;350
08/02/2016;MERILECTRICA 1;CIVG;TX5;2;93773.5;350;350;TERMICA;346,602;350
08/02/2016;BARRANQUILLA 4;GECG;TX5;3;44760.55;346,602;346,602;TERMICA;345,593;346,602
08/02/2016;TERMOCENTRO CC;ISGG;TX5;4;110424.19;367.82;367.82;TERMICA;350;367.82
08/02/2016;CARTAGENA 1;ENDG;TX5;5;31993.1;439,075;439,075;TERMICA;434,486;439,075
08/02/2016;GUATAPE;EPMG;TX5;6;413103.65;430;430;HIDRAULICA;367.82;367.82
08/02/2016;PLAYAS;EPMG;TX5;7;171391.98;450;450;HIDRAULICA;441,306;441,306
08/02/2016;PORCE III;EPMG;TX5;8;475794.98;460;460;HIDRAULICA;441,306;441,306
08/02/2016;PAGUA;ENDG;TX5;9;172584.36;465;465;HIDRAULICA;441,306;441,306
08/02/2016;PAGUA;ENDG;TX5;10;189472.25;465;465;HIDRAULICA;441,306;441,306
08/02/2016;BETANIA;ENDG;TX5;11;312415.36;466;466;HIDRAULICA;441,306;441,306
08/02/2016;PAGUA;ENDG;TX5;12;196147.64;465;465;HIDRAULICA;441,306;441,306
08/02/2016;PAGUA;ENDG;TX5;13;217369.49;465;465;HIDRAULICA;441,306;441,306
08/02/2016;BETANIA;ENDG;TX5;14;117459.79;466;466;HIDRAULICA;441,306;441,306
08/02/2016;PAGUA;ENDG;TX5;15;384641.84;465;465;HIDRAULICA;441,306;441,306
08/02/2016;PAGUA;ENDG;TX5;16;254997.58;465;465;HIDRAULICA;441,306;441,306
08/02/2016;PORCE III;EPMG;TX5;17;678049.45;460;460;HIDRAULICA;441,306;441,306
08/02/2016;BETANIA;ENDG;TX5;18;130807.92;466;466;HIDRAULICA;441,306;441,306
08/02/2016;SAN CARLOS;ISGG;TX5;19;202850.64;478.5;478.5;HIDRAULICA;441,306;441,306
08/02/2016;BETANIA;ENDG;TX5;20;289869.22;466;466;HIDRAULICA;441,306;441,306
08/02/2016;PAGUA;ENDG;TX5;21;190087.89;465;465;HIDRAULICA;441,306;441,306
08/02/2016;PORCE III;EPMG;TX5;22;196307.14;460;460;HIDRAULICA;441,306;441,306
08/02/2016;GUATAPE;EPMG;TX5;23;237670.6;430;430;HIDRAULICA;367.82;367.82
09/02/2016;SAN CARLOS;ISGG;TX5;0;163833;368;368;HIDRAULICA;367.82;367.82
09/02/2016;TERMOEMCALI 1;TEMG;TX5;1;193131.54;364,051;364,051;AUTOG;350;364,051
09/02/2016;TERMOCENTRO CC;ISGG;TX5;2;162716.52;367.82;367.82;TERMICA;350;367.82
09/02/2016;TERMOEMCALI 1;TEMG;TX5;3;188841.6;364,051;364,051;AUTOG;350;364,051
09/02/2016;SAN CARLOS;ISGG;TX5;4;154667.22;368;368;HIDRAULICA;367.82;367.82
09/02/2016;SAN CARLOS;ISGG;TX5;5;744534.77;368;368;HIDRAULICA;367.82;367.82
09/02/2016;SAN CARLOS;ISGG;TX5;6;815794.65;368;368;HIDRAULICA;367.82;367.82
09/02/2016;SAN CARLOS;ISGG;TX5;7;1122680.73;368;368;HIDRAULICA;367.82;367.82
09/02/2016;GUATAPE;EPMG;TX5;8;123898.36;430;430;HIDRAULICA;367.82;367.82
09/02/2016;PORCE III;EPMG;TX5;9;183785.34;455;455;HIDRAULICA;439,075;439,075
09/02/2016;PORCE III;EPMG;TX5;10;523286.91;455;455;HIDRAULICA;439,075;439,075
09/02/2016;PORCE III;EPMG;TX5;11;654639.92;455;455;HIDRAULICA;439,075;439,075
09/02/2016;PORCE III;EPMG;TX5;12;208609.7;455;455;HIDRAULICA;439,075;439,075
09/02/2016;PORCE III;EPMG;TX5;13;134883.91;455;455;HIDRAULICA;439,075;439,075
09/02/2016;PORCE III;EPMG;TX5;14;316561.24;455;455;HIDRAULICA;439,075;439,075
09/02/2016;PORCE III;EPMG;TX5;15;227141.87;455;455;HIDRAULICA;439,075;439,075
09/02/2016;PLAYAS;EPMG;TX5;16;179924.09;450;450;HIDRAULICA;439,075;439,075
09/02/2016;CARTAGENA 1;ENDG;TX5;17;49838.53;439,075;439,075;TERMICA;367.82;439,075
09/02/2016;PORCE III;EPMG;TX5;18;166031.32;455;455;HIDRAULICA;439,075;439,075
09/02/2016;PORCE III;EPMG;TX5;19;499043.23;455;455;HIDRAULICA;439,075;439,075
09/02/2016;PORCE III;EPMG;TX5;20;244904.51;455;455;HIDRAULICA;439,075;439,075
09/02/2016;BETANIA;ENDG;TX5;21;80379.18;465;465;HIDRAULICA;439,075;439,075
09/02/2016;SAN CARLOS;ISGG;TX5;22;1238791.12;368;368;HIDRAULICA;367.82;367.82
09/02/2016;SAN CARLOS;ISGG;TX5;23;642648.4;368;368;HIDRAULICA;367.82;367.82
10/02/2016;SAN CARLOS;ISGG;TX5;0;916319.47;358;358;HIDRAULICA;350;350
10/02/2016;SAN CARLOS;ISGG;TX5;1;699674.73;358;358;HIDRAULICA;350;350
10/02/2016;SAN CARLOS;ISGG;TX5;2;837427.48;358;358;HIDRAULICA;350;350
10/02/2016;SAN CARLOS;ISGG;TX5;3;777716.9;358;358;HIDRAULICA;350;350
10/02/2016;SAN CARLOS;ISGG;TX5;4;953064.05;358;358;HIDRAULICA;350;350
10/02/2016;GUATAPE;EPMG;TX5;5;52353.37;430;430;HIDRAULICA;350;350
10/02/2016;GUATAPE;EPMG;TX5;6;77624.67;430;430;HIDRAULICA;350;350
10/02/2016;GUATAPE;EPMG;TX5;7;408468.01;430;430;HIDRAULICA;350;350
10/02/2016;GUATRON;EPMG;TX5;8;411131.39;440;440;HIDRAULICA;434,486;434,486
10/02/2016;GUATRON;EPMG;TX5;9;453844.41;440;440;HIDRAULICA;434,486;434,486
10/02/2016;PAGUA;ENDG;TX5;10;138921.64;460;460;HIDRAULICA;434,486;434,486
10/02/2016;PAGUA;ENDG;TX5;11;346151.45;460;460;HIDRAULICA;434,486;434,486
10/02/2016;PAGUA;ENDG;TX5;12;190387.47;460;460;HIDRAULICA;434,486;434,486
10/02/2016;PAGUA;ENDG;TX5;13;220768.6;460;460;HIDRAULICA;434,486;434,486
10/02/2016;BETANIA;ENDG;TX5;14;107549;461;461;HIDRAULICA;434,486;434,486
10/02/2016;BETANIA;ENDG;TX5;15;268443.23;461;461;HIDRAULICA;434,486;434,486
10/02/2016;PAGUA;ENDG;TX5;16;234559.85;460;460;HIDRAULICA;434,486;434,486
10/02/2016;BETANIA;ENDG;TX5;17;71255.46;461;461;HIDRAULICA;434,486;434,486
10/02/2016;BETANIA;ENDG;TX5;18;70512.06;461;461;HIDRAULICA;434,486;434,486
10/02/2016;CHIVOR;CHVG;TX5;19;50806.73;472,689;472,689;HIDRAULICA;434,486;434,486
10/02/2016;BETANIA;ENDG;TX5;20;153364.51;461;461;HIDRAULICA;434,486;434,486
10/02/2016;BETANIA;ENDG;TX5;21;103997.56;461;461;HIDRAULICA;434,486;434,486
10/02/2016;GUATAPE;EPMG;TX5;22;266324.02;430;430;HIDRAULICA;350;350
10/02/2016;TERMOSIERRAB;EPMG;TX5;23;329209.83;365,699;365,699;AUTOG;350;365,699
11/02/2016;PORCE II;EPMG;TX5;0;405000;445;445;HIDRAULICA;441,306;441,306
11/02/2016;PORCE II;EPMG;TX5;1;405000;445;445;HIDRAULICA;441,306;441,306
11/02/2016;PORCE II;EPMG;TX5;2;405000;445;445;HIDRAULICA;441,306;441,306
11/02/2016;PORCE II;EPMG;TX5;3;405000;445;445;HIDRAULICA;441,306;441,306
11/02/2016;PORCE II;EPMG;TX5;4;405000;445;445;HIDRAULICA;441,306;441,306
11/02/2016;SAN CARLOS;ISGG;TX5;5;76376.47;451;451;HIDRAULICA;441,306;441,306
11/02/2016;SAN CARLOS;ISGG;TX5;6;208827.12;451;451;HIDRAULICA;441,306;441,306
11/02/2016;SAN CARLOS;ISGG;TX5;7;509830.82;451;451;HIDRAULICA;441,306;441,306
11/02/2016;SAN CARLOS;ISGG;TX5;8;1005511.39;451;451;HIDRAULICA;441,306;441,306
11/02/2016;ALBAN;EPSG;TX5;9;43410.42;455;455;AUTOG;441,306;455
11/02/2016;PAGUA;ENDG;TX5;10;121174.32;460;460;HIDRAULICA;441,306;441,306
11/02/2016;PAGUA;ENDG;TX5;11;349953.11;460;460;HIDRAULICA;441,306;441,306
11/02/2016;PAGUA;ENDG;TX5;12;188825.07;460;460;HIDRAULICA;441,306;441,306
11/02/2016;PAGUA;ENDG;TX5;13;185753.91;460;460;HIDRAULICA;441,306;441,306
11/02/2016;PAGUA;ENDG;TX5;14;391906.98;460;460;HIDRAULICA;441,306;441,306
11/02/2016;BETANIA;ENDG;TX5;15;80722.16;461;461;HIDRAULICA;441,306;441,306
11/02/2016;PAGUA;ENDG;TX5;16;215323.78;460;460;HIDRAULICA;441,306;441,306
11/02/2016;ALBAN;EPSG;TX5;17;167943.5;455;455;AUTOG;441,306;455
11/02/2016;PAGUA;ENDG;TX5;18;348054.76;460;460;HIDRAULICA;441,306;441,306
11/02/2016;LA TASAJERA;EPMG;TX5;19;46426.32;475;475;HIDRAULICA;441,306;441,306
11/02/2016;BETANIA;ENDG;TX5;20;160812.61;461;461;HIDRAULICA;441,306;441,306
11/02/2016;BETANIA;ENDG;TX5;21;118832.71;461;461;HIDRAULICA;441,306;441,306
11/02/2016;SAN CARLOS;ISGG;TX5;22;784570.48;451;451;HIDRAULICA;441,306;441,306
11/02/2016;SAN CARLOS;ISGG;TX5;23;104173.86;451;451;HIDRAULICA;441,306;441,306
12/02/2016;GUATRON;EPMG;TX5;0;298082.6;440;440;HIDRAULICA;439,075;439,075
